@relation Converted_from_ACE_XML

@attribute Number_of_Pitches numeric
@attribute Number_of_Common_Pitches numeric
@attribute Range numeric
@attribute Dominant_Spread numeric
@attribute Strong_Tonal_Centres numeric
@attribute Pitch_Variability numeric
@attribute Pitch_Skewness numeric
@attribute Pitch_Kurtosis numeric
@attribute Most_Common_Melodic_Interval numeric
@attribute Amount_of_Arpeggiation numeric
@attribute Repeated_Notes numeric
@attribute Chromatic_Motion numeric
@attribute Stepwise_Motion numeric
@attribute Direction_of_Melodic_Motion numeric
@attribute Melodic_Pitch_Variety numeric
@attribute Vertical_Dissonance_Ratio numeric
@attribute Non-Standard_Chords numeric
@attribute Metrical_Diversity numeric
@attribute Mean_Rhythmic_Value numeric
@attribute Rhythmic_Value_Variability numeric
@attribute Complete_Rests_Fraction numeric
@attribute Rhythmic_Variability_-_Tempo_Standardized numeric
@attribute Polyrhythms_-_Tempo_Standardized numeric
@attribute Note_Density numeric
@attribute Note_Density_Variability numeric
@attribute Strongest_Rhythmic_Pulse numeric
@attribute Rhythmic_Variability numeric
@attribute Polyrhythms numeric
@attribute Number_of_Pitched_Instruments numeric
@attribute Number_of_Unpitched_Instruments numeric
@attribute Voice_Equality_-_Number_of_Notes numeric
@attribute Parallel_Motion numeric
@attribute Similar_Motion numeric
@attribute Contrary_Motion numeric
@attribute Oblique_Motion numeric
@attribute Average_Note_to_Note_Change_in_Dynamics numeric

@data
53.0, 0.0, 56.0, 3.0, 2.0, 10.61, -0.1381, 5.754, 1.0, 0.2717, 0.005328, 0.317, 0.5573, 0.4022, 5.016, 0.3116, 0.4625, 2.0, 0.2326, 0.3201, 0.05685, 0.01667, 0.25, 18.86, 5.028, 100.0, 0.01828, 0.2353, 1.0, 0.0, 590.3, 0.05124, 0.09463, 0.1008, 0.7533, 2.772
24.0, 2.0, 36.0, 4.0, 2.0, 8.669, -0.1343, 5.297, 7.0, 0.5959, 0.0826, 0.0885, 0.1829, 0.135, 3.122, 0.09014, 0.1111, 2.0, 2.568, 1.39, 0.0, 0.05083, 0.6667, 2.895, 0.9774, 95.0, 0.05581, 0.5, 1.0, 0.0, 106.5, 0.07107, 0.162, 0.1521, 0.6149, 1.021
65.0, 0.0, 79.0, 6.0, 2.0, 11.3, -0.1939, 7.124, 2.0, 0.4028, 0.02922, 0.1718, 0.4129, 0.4891, 4.753, 0.2623, 0.3193, 4.0, 0.5555, 0.4525, 0.05032, 0.0198, 0.6, 8.388, 3.003, 107.0, 0.02129, 0.25, 1.0, 0.0, 760.3, 0.05445, 0.1599, 0.1637, 0.622, 4.457
71.0, 0.0, 71.0, 4.0, 2.0, 15.26, 0.3644, 5.217, 1.0, 0.4375, 0.05077, 0.1625, 0.3129, 0.3132, 3.604, 0.1964, 0.3291, 5.0, 0.4472, 0.4492, 0.07732, 0.01873, 0.3, 14.02, 5.058, 104.0, 0.02135, 0.2222, 1.0, 0.0, 1820.0, 0.1134, 0.1251, 0.08585, 0.6757, 0.8235
74.0, 0.0, 75.0, 4.0, 2.0, 16.68, -0.02633, 5.101, 1.0, 0.4527, 0.05663, 0.1571, 0.2894, 0.3983, 4.551, 0.1572, 0.3307, 2.0, 0.6995, 0.5499, 0.05012, 0.03479, 0.6, 15.29, 2.594, 78.0, 0.02533, 0.2222, 1.0, 0.0, 948.6, 0.07941, 0.08321, 0.146, 0.6914, 2.369
70.0, 0.0, 70.0, 3.0, 3.0, 15.85, 0.1114, 5.915, 3.0, 0.5802, 0.1317, 0.1108, 0.2229, 0.4054, 3.099, 0.2358, 0.3743, 3.0, 0.5421, 0.6281, 0.02606, 0.01686, 0.3333, 8.515, 4.968, 69.0, 0.02305, 0.25, 1.0, 0.0, 586.4, 0.1231, 0.2201, 0.09735, 0.5594, 2.134
82.0, 0.0, 82.0, 4.0, 1.0, 16.23, 0.02758, 5.47, 12.0, 0.5006, 0.04141, 0.1055, 0.2411, 0.421, 4.769, 0.1902, 0.2227, 2.0, 0.4474, 0.5302, 0.1118, 0.0257, 0.4286, 15.01, 5.508, 103.0, 0.02318, 0.125, 1.0, 0.0, 1932.0, 0.1878, 0.1184, 0.1015, 0.5924, 2.374
77.0, 0.0, 83.0, 3.0, 2.0, 15.39, 0.1513, 5.22, 3.0, 0.5442, 0.0454, 0.07597, 0.1564, 0.4719, 4.866, 0.07784, 0.1622, 5.0, 0.8818, 0.9298, 0.0973, 0.03636, 0.6, 10.25, 3.964, 73.0, 0.02694, 0.2222, 1.0, 0.0, 1268.0, 0.06177, 0.2296, 0.1105, 0.5981, 1.744
80.0, 0.0, 79.0, 6.0, 1.0, 16.89, 0.1831, 5.326, 12.0, 0.4847, 0.06697, 0.07653, 0.2077, 0.346, 2.95, 0.1695, 0.323, 3.0, 0.465, 0.6459, 0.01881, 0.02015, 0.375, 19.36, 11.1, 64.0, 0.02173, 0.375, 1.0, 0.0, 2012.0, 0.1151, 0.1572, 0.08986, 0.6379, 0.9213
70.0, 0.0, 74.0, 6.0, 2.0, 11.41, -0.102, 5.827, 7.0, 0.5591, 0.07449, 0.0975, 0.2197, 0.2502, 3.572, 0.1414, 0.2381, 4.0, 0.372, 0.4586, 0.005357, 0.01925, 0.2308, 12.06, 5.093, 78.0, 0.02573, 0.2222, 1.0, 0.0, 974.7, 0.09435, 0.236, 0.2053, 0.4644, 0.4674
69.0, 0.0, 77.0, 2.0, 3.0, 13.48, -0.2335, 6.108, 1.0, 0.3615, 0.06434, 0.3902, 0.5, 0.3528, 3.244, 0.1917, 0.321, 2.0, 0.5704, 0.4819, 0.05219, 0.01783, 0.5, 8.187, 5.49, 70.0, 0.02227, 0.4, 1.0, 0.0, 293.2, 0.1404, 0.1125, 0.1372, 0.6099, 1.316
67.0, 0.0, 76.0, 4.0, 2.0, 13.93, -0.6839, 7.492, 1.0, 0.3464, 0.01246, 0.2005, 0.3968, 0.4871, 5.521, 0.2197, 0.01981, 4.0, 0.2511, 0.1274, 0.05182, 0.02425, 0.3, 12.55, 3.508, 129.0, 0.02304, 0.2727, 1.0, 0.0, 472.7, 0.09501, 0.1093, 0.4964, 0.2993, 0.3937
74.0, 0.0, 75.0, 2.0, 2.0, 14.38, 0.2495, 5.638, 1.0, 0.5391, 0.1139, 0.1455, 0.2566, 0.4387, 3.626, 0.1934, 0.2862, 4.0, 0.3767, 0.4194, 0.008298, 0.01792, 0.3, 11.17, 4.852, 81.0, 0.02272, 0.2857, 1.0, 0.0, 1289.0, 0.05628, 0.1105, 0.05794, 0.7753, 0.2026
77.0, 0.0, 76.0, 3.0, 2.0, 14.75, -0.5305, 5.257, 1.0, 0.1588, 0.001608, 0.6789, 0.6857, 0.5055, 5.42, 0.2549, 0.4006, 7.0, 0.226, 0.4185, 0.00822, 0.01168, 0.16, 22.26, 7.968, 40.0, 0.01442, 0.2632, 1.0, 0.0, 1724.0, 0.06837, 0.06019, 0.05091, 0.8205, 0.02049
78.0, 0.0, 79.0, 6.0, 2.0, 15.1, 0.02556, 5.782, 3.0, 0.5184, 0.03735, 0.1163, 0.227, 0.2889, 2.993, 0.1852, 0.3209, 4.0, 0.461, 0.5281, 0.04774, 0.01853, 0.2222, 10.28, 5.545, 71.0, 0.02517, 0.3333, 1.0, 0.0, 2067.0, 0.212, 0.08958, 0.04761, 0.6508, 0.2198
65.0, 0.0, 68.0, 2.0, 2.0, 11.44, 0.2037, 5.571, 2.0, 0.4184, 0.04989, 0.1689, 0.3409, 0.3652, 3.528, 0.1574, 0.2691, 5.0, 0.8313, 0.8007, 0.06198, 0.02891, 0.4, 8.996, 4.802, 76.0, 0.0259, 0.3333, 1.0, 0.0, 1067.0, 0.1022, 0.08055, 0.08988, 0.7274, 1.422
60.0, 0.0, 68.0, 3.0, 2.0, 13.01, -0.1046, 5.293, 2.0, 0.4661, 0.06711, 0.1375, 0.2995, 0.3919, 4.489, 0.2164, 0.2471, 9.0, 0.4467, 0.532, 0.1788, 0.02559, 0.4, 8.891, 3.081, 114.0, 0.02687, 0.2222, 1.0, 0.0, 1109.0, 0.08246, 0.09868, 0.09781, 0.7211, 1.604
63.0, 0.0, 72.0, 6.0, 2.0, 12.65, 0.0691, 5.314, 1.0, 0.4323, 0.06994, 0.1892, 0.3378, 0.4717, 4.588, 0.1998, 0.2287, 11.0, 0.5144, 0.4967, 0.06087, 0.02587, 0.2, 9.275, 4.143, 56.0, 0.02754, 0.2222, 1.0, 0.0, 907.2, 0.08484, 0.1195, 0.1521, 0.6436, 2.042
28.0, 3.0, 27.0, 4.0, 2.0, 6.642, -0.5863, 5.576, 2.0, 0.343, 0.1105, 0.2597, 0.5271, 0.4946, 5.354, 0.2076, 0.2978, 1.0, 0.3224, 0.3965, 0.002824, 0.01453, 0.15, 2.545, 0.8926, 52.0, 0.03408, 0.5, 1.0, 0.0, 189.4, 0.03738, 0.06542, 0.06542, 0.8318, 0.0
35.0, 1.0, 34.0, 6.0, 1.0, 7.492, -0.1345, 5.318, 2.0, 0.4087, 0.163, 0.2029, 0.4265, 0.4712, 4.507, 0.2567, 0.3078, 1.0, 0.3901, 0.2301, 0.0013, 0.02549, 0.2, 5.956, 1.992, 40.0, 0.03059, 0.2857, 1.0, 0.0, 258.2, 0.1546, 0.1514, 0.08202, 0.612, 0.05355
26.0, 2.0, 31.0, 7.0, 3.0, 7.1, -0.00915, 5.2, 2.0, 0.369, 0.125, 0.2024, 0.5397, 0.3651, 5.351, 0.2236, 0.1469, 1.0, 0.3834, 0.151, 0.002145, 0.02351, 0.4, 2.906, 0.5595, 79.0, 0.03845, 0.5, 1.0, 0.0, 39.51, 0.07292, 0.1354, 0.125, 0.6667, 0.0
30.0, 3.0, 31.0, 6.0, 2.0, 6.193, -0.04415, 5.497, 3.0, 0.4311, 0.001853, 0.1519, 0.3465, 0.4536, 5.95, 0.1271, 0.25, 1.0, 0.2635, 0.1183, 0.0, 0.02421, 0.3, 8.226, 0.8978, 124.0, 0.02421, 0.2, 1.0, 0.0, 920.3, 0.0, 0.3333, 0.6667, 0.0, 0.02956
31.0, 2.0, 31.0, 4.0, 2.0, 6.875, -0.2295, 5.402, 2.0, 0.2834, 0.06287, 0.2525, 0.5419, 0.4835, 5.792, 0.1487, 0.143, 1.0, 0.2843, 0.2428, 0.003768, 0.01287, 0.2105, 2.769, 0.4973, 65.0, 0.02688, 0.3333, 1.0, 0.0, 187.8, 0.0, 0.15, 0.05, 0.8, 0.0
29.0, 2.0, 31.0, 4.0, 2.0, 6.555, -0.224, 5.386, 3.0, 0.4387, 0.003953, 0.1476, 0.2688, 0.4775, 6.797, 0.0, 0.0, 1.0, 0.2526, 0.0362, 0.005956, 0.02421, 0.3, 5.029, 0.8167, 155.0, 0.03167, 0.1667, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
32.0, 0.0, 31.0, 6.0, 2.0, 6.971, 0.2532, 5.318, 1.0, 0.392, 0.00843, 0.1897, 0.3456, 0.4548, 7.26, 0.5, 1.0, 1.0, 0.5053, 0.08251, 0.003728, 0.0348, 0.6, 4.272, 0.3998, 130.0, 0.0348, 0.4, 1.0, 0.0, 546.2, 0.0, 0.0, 0.0, 0.0, 0.0
32.0, 1.0, 32.0, 6.0, 2.0, 6.553, -0.04842, 5.365, 2.0, 0.2614, 0.002095, 0.2336, 0.6192, 0.4572, 6.78, 0.0, 0.0, 1.0, 0.2513, 0.02424, 0.002506, 0.02421, 0.3, 7.254, 0.4011, 147.0, 0.02561, 0.2222, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
27.0, 4.0, 29.0, 4.0, 3.0, 6.529, -0.2433, 5.322, 2.0, 0.2514, 0.1036, 0.2745, 0.643, 0.3983, 5.457, 0.1588, 0.1875, 1.0, 0.8838, 0.4693, 0.0, 0.03446, 0.6, 2.513, 0.6324, 56.0, 0.05675, 1.0, 1.0, 0.0, 49.26, 0.09091, 0.166, 0.2055, 0.5375, 0.0
28.0, 3.0, 30.0, 4.0, 3.0, 5.727, -0.5653, 5.663, 3.0, 0.4173, 0.02641, 0.1884, 0.3856, 0.4611, 7.006, 0.0, 0.0, 1.0, 0.5062, 0.1128, 0.0, 0.0348, 0.6, 4.586, 0.3203, 139.0, 0.03167, 0.1667, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
31.0, 3.0, 33.0, 4.0, 2.0, 7.041, -0.2558, 5.667, 2.0, 0.2872, 0.08663, 0.2806, 0.5697, 0.467, 4.966, 0.1833, 0.17, 1.0, 0.803, 0.3859, 0.003062, 0.03678, 0.4, 4.533, 1.026, 70.0, 0.0337, 0.3333, 1.0, 0.0, 259.8, 0.1148, 0.1803, 0.2131, 0.4918, 0.0
29.0, 4.0, 33.0, 7.0, 2.0, 6.332, -0.49, 5.973, 2.0, 0.2905, 0.02172, 0.2226, 0.4887, 0.4829, 6.072, 0.08333, 0.05, 1.0, 0.5108, 0.09322, 0.003838, 0.03468, 0.6, 5.401, 1.003, 160.0, 0.02913, 0.4286, 1.0, 0.0, 599.9, 0.0, 0.2941, 0.1176, 0.5882, 0.0
31.0, 2.0, 31.0, 7.0, 2.0, 6.513, -0.1824, 5.621, 1.0, 0.2709, 0.05937, 0.3191, 0.6215, 0.497, 5.616, 0.1844, 0.1333, 1.0, 0.2728, 0.3133, 6.793E-4, 0.0149, 0.15, 2.558, 0.8274, 52.0, 0.0353, 0.5, 1.0, 0.0, 104.9, 0.0, 0.04412, 0.02941, 0.9265, 0.0
31.0, 1.0, 31.0, 6.0, 2.0, 6.607, -0.05527, 5.444, 2.0, 0.3069, 0.09907, 0.2752, 0.569, 0.4868, 5.253, 0.2183, 0.09509, 1.0, 0.4078, 0.1973, 8.584E-4, 0.02544, 0.2, 5.416, 0.8815, 40.0, 0.03063, 0.4286, 1.0, 0.0, 113.8, 0.05336, 0.1443, 0.2391, 0.5632, 0.2249
26.0, 2.0, 29.0, 6.0, 2.0, 6.668, -0.4174, 5.487, 2.0, 0.4388, 0.287, 0.1913, 0.4834, 0.4884, 4.107, 0.302, 0.09524, 1.0, 0.4105, 0.2939, 0.0, 0.0233, 0.4, 2.273, 0.6665, 54.0, 0.05312, 1.0, 1.0, 0.0, 177.1, 0.02247, 0.07022, 0.04213, 0.8652, 0.0
31.0, 2.0, 33.0, 6.0, 2.0, 6.041, -0.2486, 5.642, 2.0, 0.3569, 9.804E-4, 0.1794, 0.4583, 0.4833, 6.528, 0.0, 0.0, 1.0, 0.2282, 0.09813, 0.0, 0.0199, 0.2, 6.601, 0.8547, 45.0, 0.02298, 0.375, 1.0, 0.0, 1133.0, 0.0, 0.0, 0.0, 1.0, 0.03722
30.0, 2.0, 30.0, 7.0, 2.0, 5.733, 0.2946, 5.637, 2.0, 0.2725, 0.004587, 0.2422, 0.5936, 0.5023, 6.357, 0.0, 0.0, 1.0, 0.2482, 0.1934, 0.004133, 0.01905, 0.2, 4.372, 0.8932, 124.0, 0.02738, 0.4, 1.0, 0.0, 536.4, 0.0, 0.0, 0.0, 0.0, 0.0
32.0, 2.0, 31.0, 6.0, 2.0, 6.327, 0.1647, 5.603, 2.0, 0.2281, 0.01287, 0.2784, 0.6339, 0.4514, 6.56, 0.2269, 0.1983, 1.0, 0.3322, 0.274, 0.005669, 0.02364, 0.375, 5.684, 1.254, 130.0, 0.02306, 0.25, 1.0, 0.0, 481.5, 0.0, 0.0, 0.0, 0.0, 0.0
28.0, 2.0, 27.0, 4.0, 2.0, 6.099, -0.3196, 5.676, 1.0, 0.3132, 0.07547, 0.3, 0.5472, 0.451, 6.398, 0.2902, 0.2344, 1.0, 0.514, 0.4602, 0.002873, 0.02284, 0.3, 2.557, 0.6539, 45.0, 0.03713, 0.75, 1.0, 0.0, 181.2, 0.04545, 0.06061, 0.1515, 0.7424, 0.0
31.0, 2.0, 31.0, 7.0, 2.0, 6.32, -0.1119, 5.59, 2.0, 0.3587, 0.0, 0.1741, 0.486, 0.5284, 5.857, 0.0, 0.0, 1.0, 0.2643, 0.06994, 0.00614, 0.02421, 0.3, 8.448, 1.104, 136.0, 0.02301, 0.1818, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1013
36.0, 3.0, 36.0, 4.0, 2.0, 7.276, 0.2056, 5.415, 2.0, 0.4289, 0.1873, 0.1699, 0.373, 0.479, 4.32, 0.1938, 0.2414, 1.0, 0.3866, 0.4277, 0.001937, 0.01496, 0.4, 5.587, 3.734, 60.0, 0.02147, 0.4, 1.0, 0.0, 525.7, 0.07737, 0.129, 0.1934, 0.6002, 0.1498
30.0, 1.0, 34.0, 5.0, 1.0, 7.177, -0.3959, 5.325, 2.0, 0.3122, 0.02538, 0.1726, 0.3959, 0.6042, 4.345, 0.2426, 0.2896, 1.0, 0.6574, 0.4227, 4.045E-4, 0.01992, 0.6667, 2.071, 0.7777, 119.0, 0.0278, 0.3333, 1.0, 0.0, 0.0, 0.06188, 0.08168, 0.05446, 0.802, 1.312
29.0, 2.0, 29.0, 5.0, 1.0, 7.079, -0.0343, 5.207, 2.0, 0.3406, 0.2301, 0.2826, 0.596, 0.5059, 3.301, 0.2706, 0.3287, 1.0, 0.6819, 0.4258, 0.0, 0.02789, 0.375, 2.944, 0.8673, 45.0, 0.04556, 0.6667, 1.0, 0.0, 12.36, 0.07177, 0.0622, 0.07895, 0.7871, 0.0
37.0, 0.0, 39.0, 7.0, 2.0, 7.363, -0.381, 5.349, 2.0, 0.3038, 0.002195, 0.155, 0.385, 0.5697, 5.918, 0.1993, 0.1899, 4.0, 1.033, 0.6104, 0.005613, 0.03291, 0.4, 4.514, 1.116, 60.0, 0.03284, 0.4, 1.0, 0.0, 0.0, 0.04018, 0.1532, 0.1205, 0.6861, 1.678
36.0, 0.0, 36.0, 7.0, 2.0, 7.382, -0.4124, 5.316, 2.0, 0.2528, 0.1065, 0.2746, 0.6279, 0.4751, 4.763, 0.2024, 0.1696, 1.0, 0.9365, 0.5836, 0.001406, 0.03595, 0.4, 4.983, 1.057, 70.0, 0.03297, 0.3333, 1.0, 0.0, 363.4, 0.03545, 0.1377, 0.1663, 0.6605, 0.0
30.0, 2.0, 33.0, 7.0, 2.0, 6.924, -0.1188, 5.419, 2.0, 0.3145, 0.02703, 0.2285, 0.4767, 0.6061, 6.0, 0.2938, 0.1567, 2.0, 0.3613, 0.3098, 0.0, 0.01608, 0.4, 2.561, 0.7765, 55.0, 0.03592, 1.0, 1.0, 0.0, 0.0, 0.01415, 0.07547, 0.06604, 0.8443, 1.781
27.0, 3.0, 31.0, 7.0, 2.0, 6.381, -0.1899, 5.356, 2.0, 0.2791, 0.06311, 0.2816, 0.585, 0.5078, 5.67, 0.3115, 0.1299, 1.0, 0.3101, 0.2125, 0.008929, 0.02058, 0.2, 2.806, 0.648, 135.0, 0.04026, 0.6667, 1.0, 0.0, 93.54, 0.01111, 0.01111, 0.05556, 0.9222, 0.0
33.0, 1.0, 36.0, 6.0, 2.0, 6.899, -0.2699, 5.752, 2.0, 0.2631, 5.938E-4, 0.2185, 0.5214, 0.4522, 5.264, 0.3468, 0.0, 1.0, 0.3007, 0.1371, 0.01177, 0.02421, 0.2, 8.067, 1.013, 63.0, 0.02421, 0.2, 1.0, 0.0, 0.0, 0.03846, 0.6923, 0.0, 0.2692, 8.128
34.0, 3.0, 36.0, 6.0, 2.0, 6.965, -0.3011, 5.794, 2.0, 0.2677, 4.182E-4, 0.2166, 0.5161, 0.4577, 5.262, 0.0, 0.0, 1.0, 0.2559, 0.04535, 0.0, 0.02421, 0.2, 7.998, 0.4421, 62.0, 0.02421, 0.2, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
33.0, 3.0, 32.0, 6.0, 2.0, 6.407, -0.2013, 5.638, 0.0, 0.5267, 0.3053, 0.1606, 0.3838, 0.481, 3.861, 0.2727, 0.0, 1.0, 0.2578, 0.08982, 0.001206, 0.02419, 0.2, 7.231, 0.6701, 55.0, 0.02559, 0.2222, 1.0, 0.0, 524.6, 0.0, 0.0, 0.0, 1.0, 0.3372
24.0, 4.0, 27.0, 7.0, 2.0, 5.95, -0.2381, 5.627, 2.0, 0.3421, 0.1239, 0.3002, 0.6021, 0.49, 4.905, 0.2229, 0.07761, 1.0, 0.8819, 0.4178, 0.004648, 0.03193, 0.6, 2.469, 0.6261, 76.0, 0.04083, 0.6667, 1.0, 0.0, 142.3, 0.02469, 0.09877, 0.2716, 0.6049, 0.01389
26.0, 5.0, 27.0, 6.0, 3.0, 5.462, -0.5022, 5.615, 2.0, 0.4379, 0.06642, 0.155, 0.4071, 0.5428, 5.149, 0.406, 0.02335, 1.0, 0.7148, 0.4674, 0.004587, 0.03424, 0.4, 4.685, 0.8646, 75.0, 0.03113, 0.3333, 1.0, 0.0, 299.1, 0.06452, 0.1613, 0.06452, 0.7097, 0.0
23.0, 4.0, 27.0, 7.0, 3.0, 5.677, -0.3771, 5.595, 2.0, 0.3316, 0.05784, 0.2391, 0.5308, 0.502, 5.879, 0.1855, 0.02959, 1.0, 0.7711, 0.6969, 0.0, 0.03513, 0.6, 3.62, 0.7429, 110.0, 0.03941, 0.5, 1.0, 0.0, 196.6, 0.04396, 0.1319, 0.1978, 0.6264, 0.0
22.0, 4.0, 24.0, 7.0, 2.0, 4.854, -0.07193, 5.824, 2.0, 0.3029, 0.02372, 0.219, 0.5529, 0.5421, 6.498, 0.07692, 0.0, 1.0, 0.5491, 0.1489, 0.008236, 0.03481, 0.6, 6.291, 0.5198, 200.0, 0.02561, 0.3333, 1.0, 0.0, 258.8, 0.0, 0.75, 0.0, 0.25, 0.2764
23.0, 4.0, 26.0, 7.0, 3.0, 5.867, -0.0476, 5.558, 2.0, 0.3609, 0.01805, 0.1865, 0.4992, 0.5008, 6.172, 0.0, 0.0, 1.0, 0.2883, 0.109, 0.006179, 0.02422, 0.3, 6.859, 0.8674, 81.0, 0.02422, 0.2, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1141
34.0, 2.0, 36.0, 7.0, 2.0, 7.263, -0.5344, 6.514, 2.0, 0.2877, 0.02435, 0.1355, 0.4033, 0.5211, 5.076, 0.2764, 0.2734, 1.0, 0.5311, 0.5297, 0.0, 0.02409, 0.2, 4.298, 0.7739, 121.0, 0.03464, 0.2, 1.0, 0.0, 0.0, 0.03654, 0.0598, 0.01993, 0.8837, 4.817
28.0, 4.0, 31.0, 7.0, 3.0, 5.625, -0.05935, 6.509, 2.0, 0.3415, 0.09801, 0.1807, 0.4426, 0.5025, 4.403, 0.0, 0.0, 1.0, 0.2683, 0.2541, 0.0, 0.02421, 0.3, 5.065, 0.6219, 156.0, 0.03167, 0.5, 1.0, 0.0, 325.6, 0.0, 0.0, 0.0, 0.0, 0.01832
31.0, 2.0, 36.0, 7.0, 2.0, 7.6, -0.684, 6.159, 2.0, 0.333, 0.02392, 0.1858, 0.4489, 0.5815, 6.215, 0.2036, 0.1221, 3.0, 0.4559, 0.4019, 0.009392, 0.01923, 0.4, 4.51, 0.9784, 58.0, 0.0301, 0.5, 1.0, 0.0, 0.0, 0.01223, 0.104, 0.05199, 0.8318, 0.2601
26.0, 4.0, 29.0, 7.0, 3.0, 5.628, -0.3398, 5.909, 2.0, 0.3412, 0.03957, 0.2246, 0.523, 0.5122, 6.219, 0.0, 0.0, 1.0, 0.2964, 0.1629, 0.005324, 0.02421, 0.3, 4.679, 0.8423, 78.0, 0.03167, 0.3333, 1.0, 0.0, 520.8, 0.0, 0.0, 0.0, 1.0, 0.0
27.0, 3.0, 33.0, 7.0, 2.0, 7.499, -0.3825, 5.751, 2.0, 0.3449, 0.01394, 0.1463, 0.4251, 0.5571, 5.222, 0.1833, 0.134, 4.0, 0.5205, 0.4926, 0.007946, 0.0231, 0.4, 6.534, 1.809, 88.0, 0.0278, 0.4286, 1.0, 0.0, 0.0, 0.02, 0.116, 0.084, 0.78, 0.542
21.0, 6.0, 28.0, 7.0, 3.0, 5.378, -0.5961, 6.495, 2.0, 0.3084, 0.0086, 0.1892, 0.559, 0.425, 5.13, 0.0, 0.0, 1.0, 0.3156, 0.2105, 0.0101, 0.02423, 0.4, 5.654, 0.9851, 106.0, 0.02726, 0.25, 1.0, 0.0, 571.3, 0.0, 0.0, 0.0, 0.0, 0.0
27.0, 3.0, 31.0, 7.0, 2.0, 7.514, -0.7507, 5.637, 1.0, 0.3404, 0.04485, 0.248, 0.4485, 0.605, 5.973, 0.1371, 0.1411, 1.0, 0.5022, 0.3609, 6.451E-4, 0.01685, 0.4, 2.343, 0.6926, 53.0, 0.04046, 1.0, 1.0, 0.0, 0.0, 0.01381, 0.1077, 0.07459, 0.8039, 0.4754
20.0, 6.0, 26.0, 7.0, 1.0, 5.655, -0.7599, 6.137, 2.0, 0.2614, 0.03268, 0.268, 0.5882, 0.4797, 6.403, 0.1368, 0.0, 1.0, 0.4508, 0.3761, 0.0, 0.02336, 0.4, 2.65, 0.7445, 50.0, 0.03424, 0.4, 1.0, 0.0, 122.0, 0.0, 0.125, 0.0, 0.875, 0.0
31.0, 2.0, 33.0, 4.0, 2.0, 7.168, -0.3121, 5.722, 2.0, 0.3474, 0.01493, 0.175, 0.3786, 0.5978, 6.127, 0.1354, 0.1307, 2.0, 0.7812, 0.5569, 0.01357, 0.0309, 0.6, 4.864, 0.995, 113.0, 0.03351, 0.25, 1.0, 0.0, 0.0, 0.024, 0.04267, 0.1093, 0.824, 0.3277
26.0, 4.0, 28.0, 4.0, 2.0, 5.636, -0.2352, 6.447, 2.0, 0.3641, 0.02151, 0.2074, 0.4608, 0.5039, 6.34, 0.0, 0.0, 1.0, 0.5872, 0.3677, 0.0, 0.03291, 0.4, 4.245, 0.6567, 71.0, 0.02998, 0.3333, 1.0, 0.0, 367.2, 0.0, 0.0, 0.0, 0.0, 0.0
29.0, 3.0, 33.0, 6.0, 1.0, 7.021, -0.3177, 5.828, 2.0, 0.4319, 0.08776, 0.1478, 0.3279, 0.6557, 5.459, 0.1704, 0.1288, 5.0, 0.6522, 0.4128, 0.009474, 0.03079, 0.6, 6.208, 1.67, 42.0, 0.03076, 0.6, 1.0, 0.0, 0.0, 0.0, 0.02941, 0.01961, 0.951, 0.4471
22.0, 5.0, 26.0, 6.0, 1.0, 4.712, -0.4932, 6.502, 2.0, 0.3995, 0.09929, 0.208, 0.4255, 0.5223, 5.586, 0.0, 0.0, 1.0, 0.4977, 0.1749, 0.007726, 0.03056, 0.4, 5.485, 0.3727, 107.0, 0.02614, 0.1429, 1.0, 0.0, 240.8, 0.0, 0.0, 0.0, 0.0, 0.0
34.0, 2.0, 34.0, 4.0, 2.0, 7.132, -0.03873, 5.861, 2.0, 0.3529, 0.0, 0.1915, 0.4104, 0.528, 6.045, 0.1999, 0.1645, 1.0, 0.558, 0.5015, 0.007315, 0.02196, 0.4, 4.534, 0.9327, 61.0, 0.03195, 0.4, 1.0, 0.0, 0.0, 0.02597, 0.1006, 0.02597, 0.8474, 5.171
30.0, 3.0, 30.0, 4.0, 2.0, 6.038, 0.2144, 5.618, 2.0, 0.3287, 0.009302, 0.2357, 0.5116, 0.4585, 5.911, 0.2183, 0.4559, 1.0, 0.3475, 0.4484, 0.005212, 0.02422, 0.4, 2.537, 0.6983, 176.0, 0.03904, 0.75, 1.0, 0.0, 314.5, 0.0, 0.0, 0.1111, 0.8889, 0.0
30.0, 2.0, 32.0, 7.0, 2.0, 7.032, -0.1666, 5.843, 2.0, 0.389, 0.01669, 0.1926, 0.3979, 0.5392, 7.2, 0.1862, 0.1777, 2.0, 0.5176, 0.3661, 0.01809, 0.02, 0.4, 4.865, 0.9963, 60.0, 0.02933, 0.4, 1.0, 0.0, 0.0, 0.04459, 0.1592, 0.05096, 0.7452, 6.409
